0    [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 408, speed: 25, numberOfBlocks:18, blockLength: 154, crossings: 18-9-15, singleDirection: false, highBlocknumberSectionId: 7-536}
4978 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 255, speed: 36, numberOfBlocks:33, blockLength: 74, crossings: 16-5, singleDirection: true, highBlocknumberSectionId: }
4978 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 255, speed: 36, numberOfBlocks:33, blockLength: 74, crossings: 16-5, singleDirection: true, highBlocknumberSectionId: }
5078 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 115, speed: 22, numberOfBlocks:17, blockLength: 137, crossings: 14, singleDirection: true, highBlocknumberSectionId: }
5079 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 115, speed: 22, numberOfBlocks:17, blockLength: 137, crossings: 14, singleDirection: true, highBlocknumberSectionId: }
5180 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 323, speed: 29, numberOfBlocks:40, blockLength: 100, crossings: 30-20, singleDirection: true, highBlocknumberSectionId: }
5180 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 323, speed: 29, numberOfBlocks:40, blockLength: 100, crossings: 30-20, singleDirection: true, highBlocknumberSectionId: }
5285 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 283, speed: 13, numberOfBlocks:50, blockLength: 199, crossings: 4-36-17-36, singleDirection: true, highBlocknumberSectionId: }
5285 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 283, speed: 13, numberOfBlocks:50, blockLength: 199, crossings: 4-36-17-36, singleDirection: true, highBlocknumberSectionId: }
5385 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 80, speed: 28, numberOfBlocks:31, blockLength: 74, crossings: , singleDirection: false, highBlocknumberSectionId: 72-808}
5385 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 80, speed: 28, numberOfBlocks:31, blockLength: 74, crossings: , singleDirection: false, highBlocknumberSectionId: 72-808}
5486 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 402, speed: 5, numberOfBlocks:44, blockLength: 152, crossings: 40-40-26-4, singleDirection: false, highBlocknumberSectionId: 429-947}
5486 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 402, speed: 5, numberOfBlocks:44, blockLength: 152, crossings: 40-40-26-4, singleDirection: false, highBlocknumberSectionId: 429-947}
5587 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 348, speed: 29, numberOfBlocks:13, blockLength: 167, crossings: , singleDirection: false, highBlocknumberSectionId: 201-789}
5587 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 348, speed: 29, numberOfBlocks:13, blockLength: 167, crossings: , singleDirection: false, highBlocknumberSectionId: 201-789}
5688 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 226, speed: 34, numberOfBlocks:40, blockLength: 108, crossings: 26-1, singleDirection: false, highBlocknumberSectionId: 366-803}
5688 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 226, speed: 34, numberOfBlocks:40, blockLength: 108, crossings: 26-1, singleDirection: false, highBlocknumberSectionId: 366-803}
5790 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 124, speed: 47, numberOfBlocks:22, blockLength: 116, crossings: 7-12, singleDirection: true, highBlocknumberSectionId: }
5790 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 124, speed: 47, numberOfBlocks:22, blockLength: 116, crossings: 7-12, singleDirection: true, highBlocknumberSectionId: }
5891 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 227, speed: 49, numberOfBlocks:24, blockLength: 147, crossings: 5-15, singleDirection: false, highBlocknumberSectionId: 271-917}
5891 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 227, speed: 49, numberOfBlocks:24, blockLength: 147, crossings: 5-15, singleDirection: false, highBlocknumberSectionId: 271-917}
5991 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 156, speed: 27, numberOfBlocks:45, blockLength: 84, crossings: 7-20-15-12, singleDirection: true, highBlocknumberSectionId: }
5991 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 156, speed: 27, numberOfBlocks:45, blockLength: 84, crossings: 7-20-15-12, singleDirection: true, highBlocknumberSectionId: }
6092 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 88, speed: 5, numberOfBlocks:42, blockLength: 122, crossings: 37, singleDirection: true, highBlocknumberSectionId: }
6092 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 88, speed: 5, numberOfBlocks:42, blockLength: 122, crossings: 37, singleDirection: true, highBlocknumberSectionId: }
6197 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 257, speed: 33, numberOfBlocks:48, blockLength: 136, crossings: , singleDirection: false, highBlocknumberSectionId: 197-509}
6197 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 257, speed: 33, numberOfBlocks:48, blockLength: 136, crossings: , singleDirection: false, highBlocknumberSectionId: 197-509}
6298 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 200, speed: 6, numberOfBlocks:10, blockLength: 83, crossings: 3-7-9-8, singleDirection: false, highBlocknumberSectionId: 486-619}
6299 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 200, speed: 6, numberOfBlocks:10, blockLength: 83, crossings: 3-7-9-8, singleDirection: false, highBlocknumberSectionId: 486-619}
6400 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 460, speed: 29, numberOfBlocks:40, blockLength: 139, crossings: 9-2, singleDirection: false, highBlocknumberSectionId: 194-806}
6400 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 460, speed: 29, numberOfBlocks:40, blockLength: 139, crossings: 9-2, singleDirection: false, highBlocknumberSectionId: 194-806}
6501 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 161, speed: 42, numberOfBlocks:3, blockLength: 159, crossings: , singleDirection: false, highBlocknumberSectionId: 28-782}
6501 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 161, speed: 42, numberOfBlocks:3, blockLength: 159, crossings: , singleDirection: false, highBlocknumberSectionId: 28-782}
6602 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 236, speed: 42, numberOfBlocks:15, blockLength: 58, crossings: , singleDirection: true, highBlocknumberSectionId: }
6603 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 236, speed: 42, numberOfBlocks:15, blockLength: 58, crossings: , singleDirection: true, highBlocknumberSectionId: }
6705 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 188, speed: 38, numberOfBlocks:33, blockLength: 166, crossings: , singleDirection: false, highBlocknumberSectionId: 221-987}
6705 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 188, speed: 38, numberOfBlocks:33, blockLength: 166, crossings: , singleDirection: false, highBlocknumberSectionId: 221-987}
6806 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 421, speed: 36, numberOfBlocks:11, blockLength: 187, crossings: 11-4-11, singleDirection: true, highBlocknumberSectionId: }
6806 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 421, speed: 36, numberOfBlocks:11, blockLength: 187, crossings: 11-4-11, singleDirection: true, highBlocknumberSectionId: }
6907 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 269, speed: 29, numberOfBlocks:26, blockLength: 126, crossings: , singleDirection: true, highBlocknumberSectionId: }
6907 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 269, speed: 29, numberOfBlocks:26, blockLength: 126, crossings: , singleDirection: true, highBlocknumberSectionId: }
6907 [main] INFO  be.kdg.Simulator.RideSimulator  - Ride after getRoute: Ride: { rideId: 31, Delay: 5000, rideSections: [Section: { sectionId: 84, speed: 39, numberOfBlocks:38, blockLength: 64, crossings: 30-32, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 342, speed: 6, numberOfBlocks:36, blockLength: 145, crossings: 9-22-30-11, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 252, speed: 13, numberOfBlocks:10, blockLength: 137, crossings: 5-1-6-1, singleDirection: false, highBlocknumberSectionId: 437-721}, Section: { sectionId: 255, speed: 36, numberOfBlocks:33, blockLength: 74, crossings: 16-5, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 115, speed: 22, numberOfBlocks:17, blockLength: 137, crossings: 14, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 323, speed: 29, numberOfBlocks:40, blockLength: 100, crossings: 30-20, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 283, speed: 13, numberOfBlocks:50, blockLength: 199, crossings: 4-36-17-36, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 80, speed: 28, numberOfBlocks:31, blockLength: 74, crossings: , singleDirection: false, highBlocknumberSectionId: 72-808}, Section: { sectionId: 402, speed: 5, numberOfBlocks:44, blockLength: 152, crossings: 40-40-26-4, singleDirection: false, highBlocknumberSectionId: 429-947}, Section: { sectionId: 348, speed: 29, numberOfBlocks:13, blockLength: 167, crossings: , singleDirection: false, highBlocknumberSectionId: 201-789}, Section: { sectionId: 226, speed: 34, numberOfBlocks:40, blockLength: 108, crossings: 26-1, singleDirection: false, highBlocknumberSectionId: 366-803}, Section: { sectionId: 124, speed: 47, numberOfBlocks:22, blockLength: 116, crossings: 7-12, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 227, speed: 49, numberOfBlocks:24, blockLength: 147, crossings: 5-15, singleDirection: false, highBlocknumberSectionId: 271-917}, Section: { sectionId: 156, speed: 27, numberOfBlocks:45, blockLength: 84, crossings: 7-20-15-12, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 88, speed: 5, numberOfBlocks:42, blockLength: 122, crossings: 37, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 257, speed: 33, numberOfBlocks:48, blockLength: 136, crossings: , singleDirection: false, highBlocknumberSectionId: 197-509}, Section: { sectionId: 200, speed: 6, numberOfBlocks:10, blockLength: 83, crossings: 3-7-9-8, singleDirection: false, highBlocknumberSectionId: 486-619}, Section: { sectionId: 460, speed: 29, numberOfBlocks:40, blockLength: 139, crossings: 9-2, singleDirection: false, highBlocknumberSectionId: 194-806}, Section: { sectionId: 161, speed: 42, numberOfBlocks:3, blockLength: 159, crossings: , singleDirection: false, highBlocknumberSectionId: 28-782}, Section: { sectionId: 236, speed: 42, numberOfBlocks:15, blockLength: 58, crossings: , singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 188, speed: 38, numberOfBlocks:33, blockLength: 166, crossings: , singleDirection: false, highBlocknumberSectionId: 221-987}, Section: { sectionId: 421, speed: 36, numberOfBlocks:11, blockLength: 187, crossings: 11-4-11, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 269, speed: 29, numberOfBlocks:26, blockLength: 126, crossings: , singleDirection: true, highBlocknumberSectionId: }]}
